clean_message,sentiment
comfort zone kuch bhi nai seekha jata ap ko qurbanai deni hi pari giii abhi sy practic kar ly,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
assalam alaikum,Neutral
okok sorri,Negative
sorri,Neutral
cnn tk pocha mean sir ke leactur suni ne ik notebook bnai hai mnist pr ek bnana chahta cnn se koi idea de dein ke kon se data pr notebook bnaon,Negative
flower dog cat chestxray mani data avaiabl meri profil visit krien udhr top notebook sab cnn wali hain un se data deyn lyn,Positive
thank,Neutral
,Neutral
first suggest u handl binari class problem go toward class,Positive
dekhay sorri ki zaroorat nhi hai yaha per thora khayal karay baki ap jo merzi karay,Negative
ji thk ha,Neutral
note,Neutral
messag delet,Neutral
congrat,Neutral
,Neutral
congratul,Neutral
congratul,Neutral
congrat,Neutral
congratul brother,Neutral
congratul,Neutral
never copi whole notebook publish,Positive
check dm,Neutral
limit comment notebook discuss also got manyy time,Neutral
,Neutral
thank abdullah bhai mein soch raha tha pata nai q error raha hai,Positive
kaggl crash check side,Neutral
share reason warn,Neutral
yee,Neutral
share someth alway tri share uniqu,Positive
intern error,Neutral
alreadi discuss topic post redund,Negative
anyon know optuna,Neutral
optimis framework,Neutral
anyon use basic question,Neutral
yet,Neutral
ye may use futur,Neutral
good,Positive
messag delet,Neutral
ok prepar critic analysi notebook,Positive
assalam alaikum,Neutral
flask ki koi bhi app bana raha hn ye error aa raha hy,Neutral
flask app problen search server error,Neutral
asaan alfaaz may server error ka matlab hai kay app kay backend flask code logic may problem hai,Neutral
ok thank,Positive
ji ji zaror ta k mojhi koch sikhni ko mili mojhi code achi se ni ata men bar bar sir ki video dekh kar code dhundhati tu ja kar code milta,Neutral
code ki practic project nahi kereng tu app ko interview may problem ho gi app ko chahiy kay app data structur algorithm parh,Neutral
ji zaror,Neutral
itni vote hu bhi gy sha allah silver medal bhi mil kia kia bat ha,Neutral
congrat,Neutral
definit silver far away becom notebook master,Neutral
notebook bhi upload kro na,Neutral
meri huwi han,Neutral
x,Neutral
jin logon na comment kian hain allah un ko jannat jaga dai,Neutral
bhai yeh ki kisam ki dua hai jinho nahi kia un ko dozaikh may,Neutral
nai bhai,Neutral
notebook,Positive
link,Neutral
make notebook easi never satisfi notebook idk even tri best still feel like someth miss notebook,Neutral
udhaar pa notebook de dn,Neutral
pri hui hain differ dataset pa data bhi saray achay hain,Neutral
udhaar chukana kase pari ga messag edit,Neutral
mein chuka ga ap la lo,Neutral
nai udhar leti hi ni chukana bohat dooor ki bat ha,Neutral
oh hoo master nai ban na sister la loo messag edit,Neutral
bs duaien de dena,Neutral
wo jo app wali arab duway thi wo wali,Neutral
ye,Neutral
chalo duain na lain hum udhaar chuka dein ga,Neutral
mera pass bhi notebook pari hai lai lai ap,Neutral
boht bohat shukria nai chay thank alot,Positive
problem sister,Neutral
esi hi log kehtay shetan qaid ho gya hy duaien kia mang lii notebook lenay ka irada hi badal gya,Neutral
duain esi hi mang lyn bhai meri pass bhut duain han allah ap ko jannat men alla makam ata kari,Neutral
si yeh duaien bacha kr rkhein jab mar jaon ga tb de dena us time zarorat ho gyii,Neutral
bhai tahujjud time dua mil rae ha kia chahea,Neutral
kia pata ya apsa phla allah ka pa chle jaenislia jo jo da uska bhla jo na da uska,Neutral
ye chalien ager sister phli chalien gyii hn na duaien subha sham,Negative
loop chla dyna bu,Neutral
loop,Neutral
bhai ek websit design kr dn ga special,Positive
abdullah bhai ye le loop ab ap ko likhna bhi nahi para ga,Neutral
us time pata ni men zinda hun gi bhi ya ni,Neutral
paka yad rakhna phir,Neutral
jaga achi uper wali jaga alla makam,Neutral
allah ap sab ko dunia men ak kamiyab data scientist bani ameen,Neutral
kiran want feedback right,Positive
sister ap keh kia rahi hai,Neutral
ye,Neutral
ye jo meni link diy han ye new line men show ni hu rahi kaggl py,Positive
read third paragraph screenshot,Neutral
take text ai assist atleast proofread,Neutral
full use gpt,Positive
shayad sister na meet attend nai ki,Neutral
ye sir ny bola tha k dia huta ha uder se copypast kia karo ye meni uder se hi copi past kia ha liy parha ni gor se ye dataset py kam kia huwa itni bar parhni ki zarort ni hoi,Negative
ni ai se ni liy jahan se data lia waha se lia liy ni parha,Neutral
ni bahi chatgpt use karti usi meni parhna tha usi parh kar hi use karti jab karti q k mojhi pata wo ider uder ki koi chez add na kari,Neutral
upto want use find problem rd paragraph chatgpt talk rather explain reader,Neutral
men kah rahi meni ni chatgpt se use kia ye meni dataset jo kaggl py tha compitit wala uder se lia,Neutral
men chang kar lyti hun,Neutral
yaar may badnaam nahi hona chahta pleas use whatev guy want use,Neutral
,Neutral
nahi bilal bhai,Neutral
ye kia bat hoi,Neutral
care,Neutral
,Neutral
ap sahi kehta ho ka gpt use na karo ye ap ki creativ kill kar deta hai,Neutral
want reader enjoy notebook keep simpl human like,Positive
keep point,Neutral
done good job eda,Positive
meri gall vi sun lo bhai,Neutral
chatgpt ni use kia us men meni men kah rahi,Neutral
g sister bolain,Neutral
han ba english use karti thk karwa kar,Neutral
per ye para meni kaggl se lia tha,Neutral
sister ab chang kar lein,Neutral
han karni lagi,Neutral
ok ab chang kar lein,Positive
bilal bhai esi q bol rah,Neutral
,Neutral
ap ko bata doon ga meet main kia baat hui thi dm main phir pata chal gai ga,Positive
ok,Positive
abhi mein studi kar raha hoon farig ho kar karta hon,Neutral
aoa dataset mni kaggl sy download kya tha ab vo mein khud upload kro ya ya ji ny vo dataset upload kya hua onhi ky wha pr notebook creat kro let know,Neutral
everyon,Neutral
walaikum asalam use dataset provid kaggl,Neutral
load use api,Neutral
explain voic record exactli dataset tri creat provid context,Positive
bhai ap ny titan wali notebook dataanalysisutil wala framework use kia tri instal give error start kernel also check downgrad python version still couldnt instal suggest,Neutral
know use creat dataanalysisutil understand script,Neutral
gg ask thank input,Positive
hello everyon,Neutral
ye go main site link provid notebook deepli,Neutral
ok fact tri use script show seriou want learn zabardast,Positive
sometim jab error messag ata ha us root directori comput ka user name show hota ha ager hum isko esi hi publish kar dy comput ki secur ko koi masla ni hoga,Neutral
show exampl,Neutral
,Neutral
inshallah,Neutral
master fail time beginn tri,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
congratul bro,Neutral
congratul,Neutral
sab ka bht bht shukriya,Neutral
treat,Neutral
hukam kro bhai kia khana hy,Neutral
,Neutral
,Neutral
khana kia hy,Neutral
yaha har chiz mil jati,Neutral
good idea,Positive
,Neutral
main bhi send krta hoon detail,Positive
jazzcash kr rahi hain ya easypaisa,Neutral
,Neutral
kg appl karna,Neutral
treat appl kon khata messag edit,Neutral
idhr koi esa hy jo peshawar se ho,Neutral
ap pesi bhejo main chlala jata hoon,Positive
congratul notebook master,Neutral
nahi bhai paison se zayda apki jan pyari hy,Neutral
hahaha,Positive
dri fruit mngwani lgi hen hmari liy,Neutral
g,Neutral
kr den order dc mai de lon ga,Neutral
,Neutral
link ke liy second group use krien idhr chat ki wajah se import link gaib ho jata hy,Positive
congratul bilal bhi,Neutral
sha allah congratul,Neutral
congratul,Neutral
congratul,Neutral
masahallah,Neutral
congratul bilal bhai,Neutral
congratul,Neutral
bhai ab check kar k bata dyn ni huti ap badnam,Neutral
,Neutral
plot ko thora attract bnay larkiyo ko ek colour mai bhi shade ka pta hota,Positive
agr moji itna pata huta pular men kam karti yahan program men na ati,Neutral
bilal bahi bimar h,Neutral
,Neutral
search googl color pallet plot find mani option,Positive
congratul bilal bahi,Neutral
oh ho allah un ko sehat dy,Neutral
ji ok,Positive
welcom kaggl commun,Positive
mp,Neutral
stand,Neutral
pleasur,Neutral
thnx knowledg increas krni k liya,Neutral
tont mar rhi ho ya shukria kr rhi ho,Neutral
ok thank,Positive
ni ni bhai serious humi ni pata tha,Negative
shukriya ida kr rahi hyy,Neutral
chli hmari sath juri rhi yaha ap ko bhi boht c techniq chizi seekhni ko mili gi,Neutral
student throughout live okay mani thing need learn,Positive
hng g inshalla,Neutral
ye,Neutral
bilkul,Neutral
ye,Neutral
scrap data use beautifulsoup step step easi understand guid must see practic,Positive
second group join kr lyn udhr import notebook discuss link drop krien shukriya,Positive
group abdullah,Neutral
,Neutral
masshallah,Neutral
congratul,Neutral
congratul,Neutral
mashalla,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
thank everyon sorri woke,Negative
sehri time,Neutral
congratul,Neutral
congratul becom master,Positive
discuss link,Neutral
mg pin kardo admin sir,Neutral
sha allah,Neutral
,Neutral
watch guy think import video relat us,Positive
kindli show love guy someon doesnt upvot notebook upvot,Positive
done,Neutral
kindli share link group,Positive
ad group,Neutral
ye,Neutral
ookh,Neutral
ok,Positive
idhr problem share krien bhai inko guid kr deyn inko flask ke relat problem hy,Neutral
flask relat problem,Neutral
simpl add ppl must engag otherwis dont add,Neutral
member,Neutral
,Neutral
problem,Neutral
ye code read error termin,Neutral
share error messag termin,Neutral
ye think right reduc post like gold medal silver medal sha allah tri upload post next,Neutral
share accomplish suggest limit number dont put mani post accomplish,Positive
grow genuin kaggl share valu see mani benefit bring,Positive
,Neutral
think report grandmast collect,Neutral
share achievemnt wrong share limit,Neutral
ap ko api purchas krni pre gi openai,Neutral
send code,Neutral
api error messag,Neutral
error keh raha hai kai templat found mean app ki html find ka path nahi mil raha code ko,Neutral
html file error,Neutral
record video share construct folder properli,Neutral
need report grandmast say right thing,Positive
think woh unko target kr rha jo sirf acomplis medal ly rhi,Neutral
zabardast abdullah,Neutral
abdullah fabul effort congratul,Positive
bilal bhai es ki baat kr rha tha,Neutral
agre abdullah,Neutral
yeh sab se best option hy engag zayda krni ka,Positive
ye true two mean fork either love notebook either want improv,Positive
check spell templat,Neutral
check spell,Neutral
templat instead templat,Neutral
two apppi one run,Neutral
follow structur studentpi apppi,Neutral
congratul,Neutral
member,Neutral
imagin link group,Neutral
ye mani new member com,Positive
jo new member aa rhi kindli woh sab word apna introduct aur sth kaggl account link bhj deyn takkay sab ek dusray ko add krien lyn aur thora sa introduct bhi ho jay sb ka,Positive
mojhi upvit mili ji men se tu group k bahir se ay,Neutral
ni,Neutral
wo bhi mil jay gai busi hoon gai shayd time na mila ho,Neutral
ok ok,Positive
,Neutral
koi web scrape krta hai,Neutral
kia scrape krwana,Neutral
ek web scrap kr rha abhi tk grip nhi hai scrape pr help chahy thi,Neutral
web ka link share kri,Neutral
,Neutral
kiya kiya scrape krna,Neutral
danish bhai scrap kabhi kabhi allow nai hot websit ki taraf se dhyan se kariyega kahi masla na ho jai,Positive
ha legal illeg ka bhi hota hai,Negative
jo ek page py data hota wo mujhi tariki aati hen ji ka link open kr k next scrape krna ho wo bhi kr leta hon ye mushkil lag raha q k har program select krna phir us ka page aay ga usi scrape krna,Neutral
ap ksi ek program ka kr lein,Neutral
abhi laptop py open nhi ki websit sha kr lon abhi job py hon rat ko hi dekho ga,Neutral
itni asaan hoti learn kia hi bat thi,Neutral
asan koi chez bi ni hti bahi jan,Neutral
hangi,Neutral
rat ko hi dekho ga agr mujh se possibl hova zror kr ga,Neutral
thank,Neutral
us ka bhi option hota hy,Neutral
campu x pa ek video hy web scrap ki us ko bs shuru se dekh lyn,Neutral
aj yahan itni khamoshi q hai,Neutral
mashallah se bohat sare log gay ha smaj nhi rahi,Neutral
,Neutral
log aa rhi rahe hain like koi jawab nhi de rha sawalon ka kal kaha bhi tha sab introduct deyn wrna phr remov kr deta hn,Neutral
gg bilkul,Neutral
,Neutral
messag delet,Neutral
assalam laikum meyn hamza jabbat bsc ka student hun aur data analyt seekh rha filhal gitub account nhi banaya github waghera ka koi idea nhi kese use krte insha allah banalonga jaldi,Neutral
nice meet hamza kaggl account bhi nahi banaya kia,Positive
,Neutral
nhi kaggl ka bhi nhi idea,Neutral
im muhammad furqan gujranwala recent graduat gift univers degre bsc dive data scienc aiml primari interest web develop howev struggl design aspect particularli creat attract frontend ive notic mani peopl engag learn web develop,Positive
account banayen aur shuru krien jahan se smjh na aye idhr sab see pochien,Neutral
okay,Positive
that great furqan nice meet keep learn share good work,Positive
nice meet kaggl commun creat kaggl account want continu data scienc field,Positive
kaggl import platform showcas talent,Positive
ye face problem creat kaggl account notebook relat issu feel free text group problem,Positive
thank,Neutral
tri avoid chat gpt,Neutral
aoamyself hamza ashraf sialkot graduat cs begin profession career content writer due childhood hobbi craze new technolog game data analyst begin take onlin webinar webinar shift interest toward new skillset also win essay competit estonia univeristi get chanc learn problem solv data scienc univeristyright im learn data analyt python well get deep understand domainso let journey begin let play world raw data togeth,Neutral
chat gpt also made us,Neutral
kiss ko docker file bnani ati hy project,Neutral
ye work docker,Neutral
thank yar aik project hy bilal work togeth spare time idea container,Positive
contain best thing,Positive
highli demand softwar industri,Positive
dm,Neutral
docker deploy etc bhe krni hy inventori manag streamlit docker imag,Neutral
mani organis use machinedeep learn use contain also docker kubernet etc,Positive
baba g ne nhe parhaya,Neutral
ok data scienc relat project,Positive
ye pure data scienc,Positive
ok good dm,Positive
kisi dost kay pa python ka whatsapp group hai,Neutral
issu kia hai,Neutral
python ka whatsapp group,Neutral
mujhai pdf book note chahiy python kay kisi kay pa hoto plz send,Neutral
best way make note make project code everyday hour,Positive
dont want avoid keep mind intellig,Positive
artifici cant equal real thing,Negative
hour sometim becom hour,Neutral
that enjoy code,Positive
problem enjoy lot thing,Positive
hour practic rest hour enjoy,Neutral
beginn like hour becom day stuck dont know resolv problem,Neutral
ye us moment ho gya,Neutral
thank,Positive
proxi use kr ky dekhain,Neutral
proxi vpn hota hai,Neutral
g,Neutral
extens sy behtar hy download kr ky poori system py use krain,Neutral
thank turab bhai,Positive
rizwan bhai bitcoin ki current price find krni k kiy notebook bnai,Neutral
,Neutral
aoa rida razzaq kasur recent complet bs statist gcuf data scienc field passion,Neutral
